,MPAA,distributor,dt_obj,genre,production_budget,runtime,title1,title2,total_revenues,day,month,season,sleeper,year
1556,PG-13,Buena Vista,2003-02-07,Western Comedy,50000000,114,Shanghai Knights (2003),Shanghai Knights,86051700,7,2,1,0,2003
1557,PG-13,Buena Vista,2000-05-26,Western Comedy,55000000,110,Shanghai Noon (2000),Shanghai Noon,90635200,26,5,2,0,2000
1558,PG-13,Relativity,2011-09-02,Horror,25000000,95,Shark Night 3D (2011),Shark Night 3D,20398700,2,9,3,0,2011
1559,PG,DreamWorks,2004-10-01,Animation,75000000,90,Shark Tale (2004),Shark Tale,222234600,1,10,4,0,2004
1560,PG-13,Warner Bros.,2009-12-25,Adventure,90000000,134,Sherlock Holmes (2009),Sherlock Holmes,230516500,25,12,4,0,2009
1561,PG-13,Paramount (DreamWorks),2006-03-17,Comedy,20000000,105,She's the Man (2006),She's the Man,44198300,17,3,1,0,2006
1562,R,Miramax,2001-12-25,Drama,38000000,111,The Shipping News (2001),The Shipping News,16921200,25,12,4,0,2001
1563,R,New Line,2007-09-07,Action,39000000,80,Shoot 'Em Up (2007),Shoot 'Em Up,15971700,7,9,3,0,2007
1564,R,Paramount,2007-03-23,Action,61000000,124,Shooter (2007),Shooter,58617800,23,3,1,0,2007
1565,PG-13,Warner Bros.,2002-03-15,Action Comedy,85000000,95,Showtime (2002),Showtime,56239200,15,3,1,0,2002
1566,PG,DreamWorks,2001-05-16,Animation,60000000,90,Shrek (2001),Shrek,405753600,16,5,2,1,2001
1567,PG,DreamWorks,2004-05-19,Animation,150000000,93,Shrek 2 (2004),Shrek 2,609617000,19,5,2,0,2004
1568,PG,Paramount (DreamWorks),2007-05-18,Animation,160000000,92,Shrek the Third (2007),Shrek the Third,402461800,18,5,2,0,2007
1569,PG,Paramount (DreamWorks),2010-05-21,Animation,165000000,93,Shrek Forever After (2010),Shrek Forever After,257655500,21,5,2,0,2010
1570,R,Paramount,2010-02-19,Period Drama,80000000,138,Shutter Island (2010),Shutter Island,138157300,19,2,1,0,2010
1571,R,Lionsgate,2015-09-18,Action Drama,30000000,121,Sicario (2015),Sicario,46273800,18,9,3,1,2015
1572,PG-13,Lionsgate,2007-06-22,Documentary,9000000,123,Sicko (2007),Sicko,30603800,22,6,2,1,2007
1573,R,Fox Searchlight,2004-10-22,Comedy,16000000,123,Sideways (2004),Sideways,96583100,22,10,4,1,2004
1574,PG-13,Buena Vista,2002-08-02,Sci-Fi Horror,72000000,107,Signs (2002),Signs,336624600,2,8,3,0,2002
1575,R,Orion Pictures,1991-02-14,Thriller,19000000,118,The Silence of the Lambs (1991),The Silence of the Lambs,266454700,14,2,1,0,1991
1576,R,Sony / Columbia,2006-04-21,Horror,50000000,120,Silent Hill (2006),Silent Hill,61543700,21,4,2,0,2006
1577,R,Open Road Films,2012-10-26,Horror,20000000,94,Silent Hill: Revelation 3D (2012),Silent Hill:Revelation 3D,18683300,26,10,4,0,2012
1578,R,Weinstein Company,2012-11-16,Comedy,21000000,122,Silver Linings Playbook (2012),Silver Linings Playbook,142154000,16,11,4,1,2012
1579,PG-13,Fox,2007-07-27,Animation,75000000,87,The Simpsons Movie (2007),The Simpsons Movie,228386400,27,7,3,0,2007
1580,PG,DreamWorks,2003-07-02,Animation,60000000,86,Sinbad: Legend of the Seven Seas (2003),Sinbad:Legend of the Seven Seas,37682900,2,7,3,0,2003
1581,R,Dimension Films,2005-04-01,Crime,40000000,125,Sin City (2005),Sin City,99190400,1,4,2,0,2005
1582,R,Weinstein Company,2009-12-11,Drama,7000000,99,A Single Man (2009),A Single Man,9963200,11,12,4,0,2009
1583,R,Lionsgate/Summit,2012-10-12,Horror,3000000,110,Sinister (2012),Sinister,51253900,12,10,4,0,2012
1584,R,Focus Features,2015-08-21,Horror,10000000,97,Sinister 2 (2015),Sinister 2,28832700,21,8,3,0,2015
1585,R,Fox,2011-12-09,Comedy,25000000,100,The Sitter (2011),The Sitter,33285000,9,12,4,0,2011
1586,PG-13,Buena Vista,1999-08-06,Horror,40000000,107,The Sixth Sense (1999),The Sixth Sense,494028900,6,8,3,0,1999
1587,PG-13,Universal,2005-08-12,Horror,43000000,104,The Skeleton Key (2005),The Skeleton Key,64126100,12,8,3,0,2005
1588,PG-13,Universal,2000-03-31,Thriller,35000000,107,The Skulls (2000),The Skulls,55787700,31,3,1,0,2000
1589,PG,Paramount,2004-09-17,Sci-Fi Adventure,70000000,107,Sky Captain and the World of Tomorrow (2004),Sky Captain and the World of Tomorrow,52174500,17,9,3,0,2004
1590,PG,Buena Vista,2005-07-29,Family Adventure,35000000,102,Sky High (2005),Sky High,85595000,29,7,3,0,2005
1591,PG-13,Universal,2010-11-12,Thriller,10000000,100,Skyline (2010),Skyline,23089000,12,11,4,0,2010
1592,R,Sony / Columbia,2002-02-01,Comedy,14000000,86,Slackers (2002),Slackers,7806100,1,2,1,0,2002
1593,R,Paramount,1999-11-19,Period Horror,100000000,105,Sleepy Hollow (1999),Sleepy Hollow,169756600,19,11,4,0,1999
1594,R,Universal,2006-03-31,Sci-Fi Horror,15000000,96,Slither (2006),Slither,10220600,31,3,1,0,2006
1595,R,Fox Searchlight,2008-11-12,Drama,15000000,120,Slumdog Millionaire (2008),Slumdog Millionaire,168875400,12,11,4,1,2008
1596,PG,DreamWorks,2000-05-19,Crime Comedy,25000000,95,Small Time Crooks (2000),Small Time Crooks,27485200,19,5,2,0,2000
1597,R,Universal,2007-01-26,Action Comedy,17000000,108,Smokin' Aces (2007),Smokin' Aces,44630600,26,1,1,0,2007
1598,PG,Sony / Columbia,2011-07-29,Family Comedy,110000000,86,The Smurfs (2011),The Smurfs,154172400,29,7,3,0,2011
1599,PG,Sony / Columbia,2013-07-31,Family Comedy,105000000,105,The Smurfs 2 (2013),The Smurfs 2,77630600,31,7,3,0,2013
1600,R,New Line,2006-08-18,Horror Thriller,33000000,106,Snakes on a Plane (2006),Snakes on a Plane,44564700,18,8,3,0,2006
1601,PG,Paramount,2000-02-11,Family Comedy,13000000,89,Snow Day (2000),Snow Day,95542200,11,2,1,1,2000
1602,PG,Buena Vista,2002-01-18,Family Comedy,33000000,99,Snow Dogs (2002),Snow Dogs,119872700,18,1,1,0,2002
1603,PG-13,Universal,1999-12-22,Period Drama,35000000,127,Snow Falling on Cedars (1999),Snow Falling on Cedars,22958600,22,12,4,1,1999
1604,PG-13,Fox Searchlight,2011-07-15,Historical Drama,6000000,120,Snow Flower and the Secret Fan (2011),Snow Flower and the Secret Fan,1456900,15,7,3,1,2011
1605,PG-13,Universal,2012-06-01,Adventure,170000000,127,Snow White and the Huntsman (2012),Snow White and the Huntsman,164785200,1,6,2,0,2012
1606,PG-13,Sony / Columbia,2010-10-01,Comedy / Drama,40000000,120,The Social Network (2010),The Social Network,103862700,1,10,4,0,2010
1607,PG-13,Fox,2002-11-27,Sci-Fi,47000000,95,Solaris (2002),Solaris,22103300,27,11,4,0,2002
1608,R,Anchor Bay Films,2010-05-21,Comedy / Drama,15000000,90,Solitary Man (2010),Solitary Man,4706100,21,5,2,1,2010
1609,PG-13,Fox,2001-03-30,Romantic Comedy,23000000,97,Someone Like You (2001),Someone Like You,41449400,30,3,1,0,2001
1610,PG-13,Warner Bros.,2011-05-06,Romantic Comedy,35000000,103,Something Borrowed (2011),Something Borrowed,41573200,6,5,2,0,2011
1611,PG-13,Sony / Columbia,2003-12-12,Romantic Comedy,80000000,128,Something's Gotta Give (2003),Something's Gotta Give,174066300,12,12,4,0,2003
1612,R,Focus Features,2010-12-22,Comedy / Drama,7000000,98,Somewhere (2010),Somewhere,1912700,22,12,4,1,2010
1613,PG,New Line,2005-02-18,Family Comedy,84000000,86,Son of the Mask (2005),Son of the Mask,22779700,18,2,1,0,2005
1614,PG,Buena Vista,2010-07-14,Fantasy,150000000,111,The Sorcerer's Apprentice (2010),The Sorcerer's Apprentice,68155400,14,7,3,0,2010
1615,R,Buena Vista,2002-03-22,Comedy,12000000,93,Sorority Boys (2002),Sorority Boys,15063000,22,3,1,0,2002
1616,R,MGM,2004-05-28,Comedy,16000000,86,Soul Plane (2004),Soul Plane,19606500,28,5,2,0,2004
1617,PG,TriStar,2011-04-08,Sports Drama,18000000,105,Soul Surfer (2011),Soul Surfer,46682700,8,4,2,0,2011
1618,PG-13,Warner Bros.,2005-09-02,Sci-Fi Horror,80000000,103,A Sound of Thunder (2005),A Sound of Thunder,2543800,2,9,3,0,2005
1619,PG-13,Summit Entertainment,2011-04-01,Sci-Fi Thriller,32000000,94,Source Code (2011),Source Code,58244200,1,4,2,0,2011
1620,R,Paramount,1999-06-30,Animation,21000000,80,"South Park - Bigger, Longer and Uncut (1999)","South Park - Bigger, Longer and Uncut",87890300,30,6,2,0,1999
1621,R,Weinstein Company,2015-07-24,Drama,30000000,123,Southpaw (2015),Southpaw,54503200,24,7,3,0,2015
1622,G,Fox,2008-07-18,Animation,37000000,81,Space Chimps (2008),Space Chimps,35976200,18,7,3,0,2008
1623,PG-13,Warner Bros.,2000-08-04,Action Thriller,65000000,130,Space Cowboys (2000),Space Cowboys,143960500,4,8,3,0,2000
1624,PG-13,Sony / Columbia,2004-12-17,Comedy / Drama,80000000,111,Spanglish (2004),Spanglish,58261200,17,12,4,0,2004
1625,PG-13,TriStar,2012-08-17,Music Drama,14000000,120,Sparkle (2012) (2012),Sparkle (2012),25779600,17,8,3,0,2012
1626,PG,Warner Bros.,2008-05-09,Action,120000000,135,Speed Racer (2008),Speed Racer,52514600,9,5,2,0,2008
1627,R,Sony Classics,2002-12-20,Drama / Thriller,10000000,98,Spider (2002),Spider,2337700,20,12,4,0,2002
1628,PG-13,Sony / Columbia,2002-05-03,Action / Adventure,139000000,121,Spider-Man (2002),Spider-Man,596179100,3,5,2,0,2002
1629,PG-13,Sony / Columbia,2004-06-30,Action / Adventure,200000000,127,Spider-Man 2 (2004),Spider-Man 2,516162100,30,6,2,0,2004
1630,PG-13,Sony / Columbia,2007-05-04,Action / Adventure,258000000,140,Spider-Man 3 (2007),Spider-Man 3,419684600,4,5,2,0,2007
1631,PG-13,Sony / Columbia,2012-07-03,Action / Adventure,230000000,136,The Amazing Spider-Man (2012),The Amazing Spider-Man,288956700,3,7,3,0,2012
1632,PG,Paramount,2008-02-14,Fantasy,90000000,97,The Spiderwick Chronicles (2008),The Spiderwick Chronicles,85077100,14,2,1,0,2008
1633,G,DreamWorks,2002-05-24,Animation,80000000,82,Spirit: Stallion of the Cimarron (2002),Spirit:Stallion of the Cimarron,108217500,24,5,2,0,2002
1634,R,Warner Bros.,2010-06-04,Sci-Fi Horror,30000000,104,Splice (2010),Splice,18358100,4,6,2,0,2010
1635,PG,Paramount,2004-11-19,Animation,30000000,90,The SpongeBob SquarePants Movie (2004),The SpongeBob SquarePants Movie,117811700,19,11,4,0,2004
1636,PG,Paramount,2015-02-06,Animation,74000000,93,The SpongeBob Movie: Sponge Out of Water (2015),The SpongeBob Movie:Sponge Out of Water,172023500,6,2,1,0,2015
1637,R,A24,2013-03-15,Crime Drama,5000000,94,Spring Breakers (2013),Spring Breakers,14875600,15,3,1,0,2013
1638,R,Universal,2001-11-21,Action Thriller,115000000,126,Spy Game (2001),Spy Game,94450000,21,11,4,0,2001
1639,PG,Miramax,2001-03-30,Family Adventure,35000000,88,Spy Kids (2001),Spy Kids,170870900,30,3,1,0,2001
1640,PG,Dimension Films,2002-08-07,Family Adventure,38000000,100,Spy Kids 2: The Island of Lost Dreams (2002),Spy Kids 2:The Island of Lost Dreams,126766900,7,8,3,0,2002
1641,PG,Dimension Films,2003-07-25,Family Adventure,38000000,85,Spy Kids 3D: Game Over (2003),Spy Kids 3D:Game Over,159017000,25,7,3,0,2003
1642,PG,Weinstein / Dimension,2011-08-19,Family Adventure,27000000,88,Spy Kids: All the Time in the World (2011),Spy Kids:All the Time in the World,41644500,19,8,3,0,2011
1643,PG,Lionsgate,2010-01-15,Action Comedy,28000000,92,The Spy Next Door (2010),The Spy Next Door,26233300,15,1,1,0,2010
1644,PG-13,Paramount,2007-08-10,Fantasy,70000000,128,Stardust (2007),Stardust,48181300,10,8,3,0,2007
1645,R,Sony / Columbia,1997-11-07,Sci-Fi Action,105000000,130,Starship Troopers (1997),Starship Troopers,102463500,7,11,4,0,1997
1646,PG-13,Warner Bros.,2004-03-05,Action Comedy,60000000,97,Starsky and Hutch (2004),Starsky and Hutch,121913000,5,3,1,0,2004
1647,PG-13,Paramount,2002-12-13,Sci-Fi Adventure,60000000,116,Star Trek: Nemesis (2002),Star Trek:Nemesis,63151200,13,12,4,0,2002
1648,PG-13,Paramount,2009-05-08,Sci-Fi Adventure,150000000,126,Star Trek (2009),Star Trek,296422000,8,5,2,0,2009
1649,PG-13,Paramount,2013-05-16,Sci-Fi Adventure,190000000,123,Star Trek Into Darkness (2013),Star Trek Into Darkness,234238800,16,5,2,0,2013
1650,PG-13,Buena Vista,2015-12-18,Sci-Fi Fantasy,245000000,136,Star Wars: The Force Awakens (2015),Star Wars:The Force Awakens,927669600,18,12,4,0,2015
1651,PG-13,Sony / Columbia,2005-07-29,Action,135000000,121,Stealth (2005),Stealth,42989300,29,7,3,0,2005
1652,PG-13,Triumph,2005-03-18,Animation,22000000,126,Steamboy (2005),Steamboy,627600,18,3,1,0,2005
1653,R,Sony / Columbia,2008-07-25,Comedy,65000000,95,Step Brothers (2008),Step Brothers,120058800,25,7,3,0,2008
1654,PG-13,Sony / Screen Gems,2009-10-16,Horror Thriller,20000000,101,The Stepfather (2009) (2009),The Stepfather (2009),32767000,16,10,4,0,2009
1655,PG-13,Paramount,2004-06-11,Sci-Fi Comedy,90000000,93,The Stepford Wives (2004),The Stepford Wives,82186700,11,6,2,0,2004
1656,PG-13,Sony / Columbia,1998-12-25,Comedy / Drama,50000000,125,Stepmom (1998),Stepmom,158906200,25,12,4,0,1998
1657,PG-13,Buena Vista,2006-08-11,Music Drama,12000000,98,Step Up (2006),Step Up,85574900,11,8,3,0,2006
1658,PG-13,Buena Vista,2010-08-06,Music Drama,30000000,97,Step Up 3-D (2010),Step Up 3-D,45760200,6,8,3,0,2010
1659,PG-13,Lionsgate/Summit,2012-07-27,Music Drama,33000000,100,Step Up Revolution (2012),Step Up Revolution,38678300,27,7,3,0,2012
1660,R,MGM,1999-09-10,Horror,29000000,102,Stigmata (1999),Stigmata,84527000,10,9,3,0,1999
1661,PG-13,Sony Classics,2015-01-16,Drama,5000000,101,Still Alice (2015),Still Alice,19741400,16,1,1,1,2015
1662,R,Artisan,1999-09-10,Horror,12000000,99,Stir of Echoes (1999),Stir of Echoes,35709900,10,9,3,0,1999
1663,PG-13,Sony / Screen Gems,2007-01-12,Music Drama,13000000,115,Stomp the Yard (2007),Stomp the Yard,76516900,12,1,1,0,2007
1664,R,Overture Films,2010-10-08,Drama / Thriller,22000000,105,Stone (2010),Stone,1953500,8,10,4,1,2010
1665,R,Paramount,2008-03-28,War Drama,25000000,113,Stop-Loss (2008),Stop-Loss,13044200,28,3,1,0,2008
1666,R,Universal,1999-10-15,Comedy / Drama,50000000,95,The Story of Us (1999),The Story of Us,45771300,15,10,4,0,1999
1667,R,Universal,2015-08-14,Drama,28000000,147,Straight Outta Compton (2015),Straight Outta Compton,167557000,14,8,3,0,2015
1668,R,Rogue Pictures,2008-05-30,Thriller,9000000,107,The Strangers (2008),The Strangers,62853400,30,5,2,0,2008
1669,PG-13,Sony / Columbia,2006-11-10,Fantasy Comedy,30000000,105,Stranger Than Fiction (2006),Stranger Than Fiction,53262700,10,11,4,0,2006
1670,R,Sony / Screen Gems,2011-09-16,Thriller,25000000,105,Straw Dogs (2011) (2011),Straw Dogs (2011),11156600,16,9,3,0,2011
1671,PG-13,Universal,1994-12-23,Action,35000000,162,Street Fighter (1994),Street Fighter,67057100,23,12,4,0,1994
1672,R,Fox Searchlight,2008-04-11,Crime Drama,20000000,107,Street Kings (2008),Street Kings,31569900,11,4,2,0,2008
1673,PG,Sony / Columbia,1999-12-17,Family Adventure,133000000,84,Stuart Little (1999),Stuart Little,229070200,17,12,4,1,1999
1674,PG,Sony / Columbia,2002-07-19,Family Adventure,120000000,70,Stuart Little 2 (2002),Stuart Little 2,95917800,19,7,3,0,2002
1675,PG-13,Warner Bros.,2011-03-25,Action,82000000,120,Sucker Punch (2011),Sucker Punch,39726200,25,3,1,0,2011
1676,R,Buena Vista,1999-07-02,Drama / Thriller,22000000,142,Summer of Sam (1999),Summer of Sam,32577200,2,7,3,0,1999
1677,PG-13,Paramount,2002-05-31,Action Thriller,68000000,118,The Sum of All Fears (2002),The Sum of All Fears,175597600,31,5,2,0,2002
1678,PG-13,Paramount,2011-06-10,Sci-Fi,50000000,112,Super 8 (2011),Super 8,135623700,10,6,2,0,2011
1679,R,Sony / Columbia,2007-08-17,Comedy,20000000,114,Superbad (2007),Superbad,151475900,17,8,3,0,2007
1680,PG-13,Warner Bros.,2006-06-28,Action / Adventure,270000000,154,Superman Returns (2006),Superman Returns,262091100,28,6,2,0,2006
1681,PG-13,Warner Bros.,2013-06-14,Action / Adventure,225000000,143,Man of Steel (2013),Man of Steel,297991700,14,6,2,0,2013
1682,PG-13,Warner Bros.,2016-03-25,Action / Adventure,250000000,151,Batman v Superman: Dawn of Justice (2016),Batman v Superman:Dawn of Justice,330360200,25,3,1,0,2016
1683,PG-13,IDP,2004-05-07,Documentary,65000,98,Super Size Me (2004),Super Size Me,15939200,7,5,2,1,2004
1684,PG-13,Paramount,1999-10-08,Comedy,34000000,82,Superstar (1999),Superstar,51685900,8,10,4,0,1999
1685,R,Fox Searchlight,2002-02-15,Comedy,3000000,103,Super Troopers (2002),Super Troopers,27308900,15,2,1,0,2002
1686,R,Anchor Bay Films,2008-09-05,Comedy,6000000,88,"Surfer, Dude (2008)","Surfer, Dude",62300,5,9,3,1,2008
1687,PG-13,Buena Vista,2009-09-25,Sci-Fi Action,80000000,89,Surrogates (2009),Surrogates,43495100,25,9,3,0,2009
1688,R,Fox,2015-06-05,Comedy,65000000,120,Spy (2015),Spy,115255700,5,6,2,0,2015
1689,R,Paramount,2004-08-27,Thriller,27000000,100,Suspect Zero (2004),Suspect Zero,12056000,27,8,3,0,2004
1690,PG-13,Sony / Columbia,2003-08-08,Action Thriller,80000000,111,S.W.A.T. (2003),S.W.A.T.,166384600,8,8,3,0,2003
1691,R,Paramount (DreamWorks),2007-12-21,Musical,50000000,116,Sweeney Todd: The Demon Barber of Fleet Street (2007),Sweeney Todd:The Demon Barber of Fleet Street,64187900,21,12,4,0,2007
1692,R,Sony / Columbia,2002-04-12,Romantic Comedy,43000000,84,The Sweetest Thing (2002),The Sweetest Thing,36502900,12,4,2,0,2002
1693,PG-13,Buena Vista,2002-09-27,Romantic Comedy,30000000,102,Sweet Home Alabama (2002),Sweet Home Alabama,187760000,27,9,3,0,2002
1694,R,Sony / Screen Gems,2002-10-11,Romantic Comedy,10000000,90,Swept Away (2002),Swept Away,884000,11,10,4,0,2002
1695,PG-13,Fox,2002-09-06,Thriller,10000000,86,SwimFan (2002),SwimFan,42183800,6,9,3,0,2002
1696,PG-13,Buena Vista,2008-08-01,Comedy / Drama,21000000,100,Swing Vote (2008),Swing Vote,19466200,1,8,3,0,2008
1697,R,Warner Bros.,2001-06-08,Action,102000000,99,Swordfish (2001),Swordfish,105768900,8,6,2,0,2001
1698,R,Warner Bros.,2005-11-23,Drama / Thriller,50000000,126,Syriana (2005),Syriana,67538700,23,11,4,1,2005
1699,R,Sony / Columbia,2001-03-30,Comedy Thriller,21000000,109,The Tailor of Panama (2001),The Tailor of Panama,20812900,30,3,1,0,2001
1700,PG-13,Fox,2009-01-30,Action,25000000,93,Taken (2009),Taken,173274200,30,1,1,0,2009
1701,PG-13,Fox,2012-10-05,Action,45000000,91,Taken 2 (2012),Taken 2,149079800,5,10,4,0,2012
1702,PG-13,Fox,2015-01-09,Action,48000000,109,Taken 3 (2015),Taken 3,94289600,9,1,1,0,2015
1703,R,Warner Bros.,2004-03-19,Thriller,45000000,100,Taking Lives (2004),Taking Lives,45155300,19,3,1,0,2004
1704,R,Sony / Columbia,2009-06-12,Action Thriller,100000000,121,The Taking of Pelham 1 2 3 (2009),The Taking of Pelham 1 2 3,75278900,12,6,2,0,2009
1705,R,Focus Features,2009-08-26,Comedy,30000000,121,Taking Woodstock (2009),Taking Woodstock,8579100,26,8,3,0,2009
1706,R,Paramount,1999-12-25,Thriller,40000000,139,The Talented Mr. Ripley (1999),The Talented Mr. Ripley,132073600,25,12,4,0,1999
1707,G,Universal,2008-12-19,Animation,60000000,87,The Tale of Despereaux (2008),The Tale of Despereaux,60797500,19,12,4,0,2008
1708,R,Warner Bros. (New Line),2014-07-02,Comedy,20000000,96,Tammy (2014),Tammy,89751100,2,7,3,0,2014
1709,PG-13,Warner Bros.,2016-07-01,Action / Adventure,180000000,109,The Legend of Tarzan (2016),The Legend of Tarzan,84276600,1,7,3,0,2016
1710,PG-13,Fox,2004-10-06,Action Comedy,25000000,97,Taxi (2004),Taxi,50570000,6,10,4,0,2004
1711,R,New Line,2006-10-06,Horror,16000000,84,The Texas Chainsaw Massacre: The Beginning (2006),The Texas Chainsaw Massacre:The Beginning,51763800,6,10,4,0,2006
1712,R,Paramount,2004-10-15,Comedy,32000000,105,Team America: World Police (2004),Team America:World Police,45296400,15,10,4,0,2004
1713,R,Sony (Revolution),2003-03-07,Action Drama,75000000,118,Tears of the Sun (2003),Tears of the Sun,62229700,7,3,1,0,2003
1714,R,Universal,2012-06-29,Comedy,50000000,106,Ted (2012),Ted,241283500,29,6,2,0,2012
1715,R,Universal,2015-06-26,Comedy,68000000,115,Ted 2 (2015),Ted 2,84735400,26,6,2,0,2015
1716,PG-13,Miramax,2010-12-10,Romance,20000000,110,The Tempest (2010),The Tempest,297700,10,12,4,1,2010
1717,R,New Line,2006-11-22,Comedy,20000000,90,Tenacious D in: The Pick of Destiny (2006),Tenacious D in:The Pick of Destiny,10915200,22,11,4,0,2006
1718,PG-13,DreamWorks,2004-06-18,Comedy / Drama,60000000,128,The Terminal (2004),The Terminal,107592500,18,6,2,0,2004
1719,R,TriStar,1991-07-03,Sci-Fi Action,102000000,137,Terminator 2: Judgment Day (1991),Terminator 2:Judgment Day,417471700,3,7,3,0,1991
1720,PG-13,Paramount,2015-07-01,Action,155000000,126,Terminator: Genisys (2015),Terminator:Genisys,93351400,1,7,3,0,2015
1721,R,Warner Bros.,2003-07-02,Sci-Fi Action,200000000,109,Terminator 3: Rise of the Machines (2003),Terminator 3:Rise of the Machines,213960900,2,7,3,0,2003
1722,PG-13,Warner Bros.,2009-05-21,Sci-Fi Action,200000000,114,Terminator Salvation (2009),Terminator Salvation,144137700,21,5,2,0,2009
1723,PG-13,Summit Entertainment,2010-02-19,Thriller,45000000,128,The Ghost Writer (2010),The Ghost Writer,16773100,19,2,1,1,2010
1724,R,Weinstein Company,2015-12-25,Western,44000000,167,The Hateful Eight (2015),The Hateful Eight,53933400,25,12,4,1,2015
1725,PG-13,Fox,2015-04-10,Romance,34000000,139,The Longest Ride (2015),The Longest Ride,37337900,10,4,2,0,2015
1726,PG,Buena Vista,2011-11-23,Family Comedy,45000000,120,The Muppets (2011),The Muppets,97011300,23,11,4,0,2011
1727,PG-13,Focus Features,2014-11-07,Drama,15000000,123,The Theory of Everything (2014),The Theory of Everything,37438100,7,11,4,1,2014
1728,PG-13,Sony / Columbia,2011-02-11,Romantic Comedy,80000000,110,Just Go With It (2011),Just Go With It,112465800,11,2,1,0,2011
1729,R,Paramount Vantage,2007-12-26,Drama,25000000,158,There Will Be Blood (2007),There Will Be Blood,48071800,26,12,4,1,2007
1730,R,Apparition,2010-03-19,Drama,10000000,109,The Runaways (2010),The Runaways,3856900,19,3,1,0,2010
1731,PG-13,Sony / Columbia,2016-06-24,Horror,17000000,85,The Shallows (2016),The Shallows,46495300,24,6,2,0,2016
1732,Unrated,Gathr Films,2016-05-30,Documentary,15000,85,The Unknowns (2016),The Unknowns,36300,30,5,2,0,2016
1733,PG-13,Dimension Films,2002-11-27,Horror,17000000,90,Wes Craven Presents: They (2002),Wes Craven Presents:They,18950900,27,11,4,0,2002
1734,PG-13,Sony / Screen Gems,2012-04-20,Comedy,12000000,122,Think Like a Man (2012),Think Like a Man,96749700,20,4,2,0,2012
1735,PG-13,Sony / Screen Gems,2014-06-20,Comedy,24000000,106,Think Like a Man Too (2014),Think Like a Man Too,68012100,20,6,2,0,2014
1736,R,Fox Searchlight,2003-08-20,Drama,2000000,95,Thirteen (2003),Thirteen,6546800,20,8,3,1,2003
1737,PG-13,New Line,2000-12-22,Action Drama,80000000,147,Thirteen Days (2000),Thirteen Days,52449900,22,12,4,0,2000
1738,R,Sony / Columbia,1999-05-28,Sci-Fi Thriller,16000000,100,The Thirteenth Floor (1999),The Thirteenth Floor,20127000,28,5,2,0,1999
1739,PG-13,Sony / Screen Gems,2007-11-21,Drama,13000000,117,This Christmas (2007),This Christmas,61221400,21,11,4,0,2007
1740,PG-13,Fox,2012-02-17,Action,65000000,97,This Means War (2012),This Means War,59268100,17,2,1,0,2012
1741,R,MGM,1999-08-06,Romantic Thriller,48000000,113,The Thomas Crown Affair (1999),The Thomas Crown Affair,117054800,6,8,3,0,1999
1742,PG-13,Paramount,2011-05-06,Action / Adventure,150000000,115,Thor (2011),Thor,192766600,6,5,2,0,2011
1743,PG-13,Buena Vista,2013-11-08,Action / Adventure,170000000,120,Thor: The Dark World (2013),Thor:The Dark World,212276600,8,11,4,0,2013
1744,PG-13,Relativity,2014-02-21,Action Thriller,28000000,117,3 Days to Kill (2014),3 Days to Kill,33056700,21,2,1,0,2014
1745,R,Warner Bros.,1999-10-01,War Drama,75000000,114,Three Kings (1999),Three Kings,102268000,1,10,4,1,1999
1746,PG-13,Summit Entertainment,2011-10-21,Period Action,75000000,110,The Three Musketeers (2011) (2011),The Three Musketeers (2011),22016800,21,10,4,0,2011
1747,PG,Fox,2012-04-13,Comedy,30000000,92,The Three Stooges (2012),The Three Stooges,46877800,13,4,2,0,2012
1748,PG-13,Warner Bros.,1999-10-22,Romantic Comedy,20000000,98,Three to Tango (1999),Three to Tango,17853100,22,10,4,0,1999
1749,PG,Universal,2004-07-30,Family Adventure,57000000,95,Thunderbirds (2004),Thunderbirds,9507000,30,7,3,0,2004
1750,G,Buena Vista,2000-02-11,Animation,30000000,77,The Tigger Movie (2000),The Tigger Movie,72515400,11,2,1,1,2000
1751,PG-13,Paramount,2003-11-26,Sci-Fi Adventure,80000000,116,Timeline (2003),Timeline,27700500,26,11,4,0,2003
1752,PG-13,DreamWorks,2002-03-08,Sci-Fi Adventure,80000000,96,The Time Machine (2002),The Time Machine,83928200,8,3,1,0,2002
1753,PG-13,Warner Bros. (New Line),2009-08-14,Romance,39000000,108,The Time Traveler's Wife (2009),The Time Traveler's Wife,72885000,14,8,3,0,2009
1754,PG-13,Paramount,2014-08-08,Action / Adventure,125000000,101,Teenage Mutant Ninja Turtles (2014) (2014),Teenage Mutant Ninja Turtles (2014),202882700,8,8,3,0,2014
1755,PG-13,Paramount,2016-06-03,Action / Adventure,135000000,112,Teenage Mutant Ninja Turtles: Out of the Shadows (2016),Teenage Mutant Ninja Turtles:Out of the Shadows,80446700,3,6,2,0,2016
1756,PG,Warner Bros.,2007-03-23,Animation,34000000,90,TMNT (2007),TMNT,67529000,23,3,1,0,2007
1757,PG-13,Paramount,2001-06-15,Action / Adventure,115000000,100,Lara Croft: Tomb Raider (2001),Lara Croft:Tomb Raider,198837800,15,6,2,0,2001
1758,PG-13,Paramount,2003-07-25,Action / Adventure,95000000,110,Lara Croft Tomb Raider: The Cradle of Life (2003),Lara Croft Tomb Raider:The Cradle of Life,93426900,25,7,3,0,2003
