,MPAA,distributor,dt_obj,genre,production_budget,runtime,title1,title2,total_revenues,day,month,season,sleeper,year
1759,R,Sony (Revolution),2001-03-30,Comedy,11000000,95,Tomcats (2001),Tomcats,20553700,30,3,1,0,2001
1760,PG,Fox,2010-01-22,Fantasy Comedy,48000000,102,Tooth Fairy (2010),Tooth Fairy,64778800,22,1,1,0,2010
1761,PG-13,Warner Bros.,2004-01-16,Action,40000000,81,Torque (2004),Torque,29311600,16,1,1,0,2004
1762,PG-13,Samuel Goldwyn,2010-01-22,Drama,500000,120,To Save a Life (2010),To Save a Life,4076500,22,1,1,0,2010
1763,PG-13,Sony / Columbia,2012-08-03,Sci-Fi Action,125000000,121,Total Recall (2012) (2012),Total Recall (2012),62213400,3,8,3,0,2012
1764,PG-13,Sony / Columbia,2010-12-10,Romantic Thriller,100000000,103,The Tourist (2010),The Tourist,72443900,10,12,4,0,2010
1765,PG-13,Universal,2011-11-04,Comedy,75000000,104,Tower Heist (2011),Tower Heist,85502800,4,11,4,0,2011
1766,R,Warner Bros.,2010-09-17,Crime Drama,37000000,123,The Town (2010),The Town,99491600,17,9,3,0,2010
1767,R,New Line,2001-04-27,Romantic Comedy,90000000,104,Town & Country (2001),Town & Country,10186800,27,4,2,0,2001
1768,R,Universal,2014-05-09,Comedy,18000000,96,Neighbors (2014),Neighbors,154781900,9,5,2,0,2014
1769,G,Buena Vista,2010-06-18,Animation,200000000,103,Toy Story 3 (2010),Toy Story 3,447892100,18,6,2,0,2010
1770,R,Universal,2015-07-17,Comedy,35000000,125,Trainwreck (2015),Trainwreck,114589000,17,7,3,0,2015
1771,PG-13,Overture Films,2008-08-27,Drama / Thriller,22000000,110,Traitor (2008),Traitor,28119000,27,8,3,0,2008
1772,R,Fox Searchlight,2013-04-05,Crime Thriller,20000000,101,Trance (2013),Trance,2384300,5,4,2,1,2013
1773,PG-13,Warner Bros.,2014-04-18,Sci-Fi,100000000,120,Transcendence (2014),Transcendence,23713300,18,4,2,0,2014
1774,PG-13,Paramount (DreamWorks),2007-07-03,Sci-Fi Action,150000000,143,Transformers (2007),Transformers,398129700,3,7,3,0,2007
1775,PG-13,Paramount (DreamWorks),2009-06-24,Sci-Fi Action,200000000,144,Transformers: Revenge of the Fallen (2009),Transformers:Revenge of the Fallen,462470000,24,6,2,0,2009
1776,PG-13,Paramount (DreamWorks),2011-06-29,Sci-Fi Action,195000000,154,Transformers: Dark of the Moon (2011),Transformers:Dark of the Moon,379758400,29,6,2,0,2011
1777,PG-13,Paramount,2014-06-27,Sci-Fi Action,210000000,165,Transformers: Age of Extinction (2014),Transformers:Age of Extinction,260622900,27,6,2,0,2014
1778,PG-13,Fox,2002-10-11,Action,21000000,92,The Transporter (2002),The Transporter,37354900,11,10,4,0,2002
1779,PG-13,Fox,2005-09-02,Action,32000000,88,Transporter 2 (2005),Transporter 2,57685200,2,9,3,0,2005
1780,R,Sony / Columbia,2002-09-20,Thriller,30000000,110,Trapped (2002),Trapped,10445500,20,9,3,0,2002
1781,PG-13,Universal,2009-09-18,Romance,18000000,109,Love Happens (2009),Love Happens,26128100,18,9,3,0,2009
1782,PG,Warner Bros.,2005-06-01,Comedy / Drama,25000000,119,The Sisterhood of the Traveling Pants (2005),The Sisterhood of the Traveling Pants,52273800,1,6,2,0,2005
1783,PG-13,Warner Bros.,2008-08-06,Comedy / Drama,27000000,117,The Sisterhood of the Traveling Pants 2 (2008),The Sisterhood of the Traveling Pants 2,52686900,6,8,3,0,2008
1784,PG,Buena Vista,2002-11-27,Animation,140000000,95,Treasure Planet (2002),Treasure Planet,56007600,27,11,4,0,2002
1785,PG-13,Fox Searchlight,2011-05-27,Drama,32000000,138,The Tree of Life (2011),The Tree of Life,14272100,27,5,2,1,2011
1786,PG,Buena Vista,2010-12-17,Sci-Fi Action,170000000,125,Tron Legacy (2010),Tron Legacy,184306900,17,12,4,0,2010
1787,R,Paramount (DreamWorks),2008-08-13,Action Comedy,92000000,107,Tropic Thunder (2008),Tropic Thunder,132064300,13,8,3,0,2008
1788,R,Warner Bros.,2004-05-14,Historical Epic,175000000,163,Troy (2004),Troy,184281100,14,5,2,0,2004
1789,PG-13,Paramount,2010-12-22,Western,38000000,110,True Grit (2010),True Grit,185626600,22,12,4,0,2010
1790,PG,Fox,2013-07-17,Animation,135000000,96,Turbo (2013),Turbo,90777100,17,7,3,0,2013
1791,R,Fox Atomic,2006-12-01,Thriller,10000000,92,Turistas (2006),Turistas,9199700,1,12,4,0,2006
1792,PG,Relativity,2013-11-01,Animation,55000000,90,Free Birds (2013),Free Birds,57363800,1,11,4,0,2013
1793,PG-13,DreamWorks,2002-09-27,Action Comedy,60000000,99,The Tuxedo (2002),The Tuxedo,74638600,27,9,3,0,2002
1794,R,Hannover House,2010-08-06,Thriller,5000000,98,Twelve (2010),Twelve,204700,6,8,3,0,2010
1795,R,Fox Searchlight,2013-10-18,Drama,20000000,133,12 Years a Slave (2013),12 Years a Slave,59181500,18,10,4,1,2013
1796,PG-13,Summit Entertainment,2008-11-21,Romance,37000000,120,Twilight (2008),Twilight,230357300,21,11,4,0,2008
1797,PG,Universal,1988-12-09,Comedy,15000000,105,Twins (1988),Twins,238720100,9,12,4,0,1988
1798,R,Paramount,2004-02-27,Thriller,50000000,97,Twisted (2004),Twisted,34815500,27,2,1,0,2004
1799,PG-13,Warner Bros.,1996-05-10,Action Drama,92000000,113,Twister (1996),Twister,469224100,10,5,2,0,1996
1800,R,Universal,2005-10-07,Drama / Thriller,35000000,122,Two for the Money (2005),Two for the Money,30774700,7,10,4,0,2005
1801,PG-13,Warner Bros.,2002-12-20,Romantic Comedy,60000000,100,Two Weeks Notice (2002),Two Weeks Notice,134316300,20,12,4,1,2002
1802,PG-13,Universal,2000-04-21,War,62000000,117,U-571 (2000),U-571,122766300,21,4,2,0,2000
1803,R,Sony / Columbia,2009-07-24,Romantic Comedy,38000000,96,The Ugly Truth (2009),The Ugly Truth,102255000,24,7,3,0,2009
1804,PG-13,Sony / Screen Gems,2006-03-03,Action Horror,30000000,85,Ultraviolet (2006),Ultraviolet,24280500,3,3,1,0,2006
1805,PG,Warner Bros.,2006-12-08,Comedy,25000000,89,Unaccompanied Minors (2006),Unaccompanied Minors,21651900,8,12,4,0,2006
1806,PG-13,Universal,2009-01-09,Horror,16000000,88,The Unborn (2009) (2009),The Unborn (2009),50990500,9,1,1,0,2009
1807,PG-13,Buena Vista,2000-11-22,Thriller,75000000,106,Unbreakable (2000),Unbreakable,150706100,22,11,4,0,2000
1808,PG-13,Universal,2014-12-25,War Drama,65000000,137,Unbroken (2014),Unbroken,121835100,25,12,4,0,2014
1809,PG-13,Warner Bros.,2015-08-14,Action,75000000,116,The Man From U.N.C.L.E. (2015),The Man From U.N.C.L.E.,47230600,14,8,3,0,2015
1810,PG-13,Buena Vista,2003-09-26,Romance,18000000,113,Under the Tuscan Sun (2003),Under the Tuscan Sun,62027700,26,9,3,0,2003
1811,R,Sony / Screen Gems,2003-09-19,Action Horror,22000000,115,Underworld (2003),Underworld,73931800,19,9,3,0,2003
1812,R,Sony / Screen Gems,2009-01-23,Action Horror,35000000,92,Underworld: Rise of the Lycans (2009),Underworld:Rise of the Lycans,54733100,23,1,1,0,2009
1813,R,Sony / Screen Gems,2012-01-20,Action Horror,70000000,88,Underworld Awakening (2012),Underworld Awakening,68290500,20,1,1,0,2012
1814,PG-13,Lions Gate,2005-08-26,Music Drama,9000000,92,Undiscovered (2005),Undiscovered,1431300,26,8,3,0,2005
1815,R,Miramax,2002-08-23,Sports Drama,20000000,96,Undisputed (2002),Undisputed,18850400,23,8,3,0,2002
1816,R,Fox,2002-05-08,Romantic Thriller,50000000,100,Unfaithful (2002),Unfaithful,77937400,8,5,2,0,2002
1817,PG-13,Miramax,2005-09-09,Drama,30000000,100,An Unfinished Life (2005),An Unfinished Life,11493200,9,9,3,0,2005
1818,R,Universal,2006-04-28,Drama / Thriller,15000000,90,United 93 (2006),United 93,41240900,28,4,2,0,2006
1819,PG-13,Warner Bros.,2011-02-18,Drama / Thriller,30000000,109,Unknown (2011),Unknown,69520300,18,2,1,0,2011
1820,R,Rogue Pictures,2005-05-13,Action Drama,45000000,103,Unleashed (2005),Unleashed,32844400,13,5,2,0,2005
1821,PG-13,Fox,2010-11-12,Action Thriller,100000000,98,Unstoppable (2010),Unstoppable,87367000,12,11,4,0,2010
1822,PG,Relativity,2012-03-30,Fantasy,85000000,106,Mirror Mirror (2012),Mirror Mirror,68639700,30,3,1,0,2012
1823,R,Paramount,2016-03-04,Comedy,35000000,112,Whiskey Tango Foxtrot (2016),Whiskey Tango Foxtrot,23083300,4,3,1,0,2016
1824,PG-13,Fox,2010-08-18,Horror Comedy,20000000,80,Vampires Suck (2010),Vampires Suck,39566800,18,8,3,0,2010
1825,R,Sony / Screen Gems,2008-01-25,Thriller,35000000,101,Untraceable (2008),Untraceable,34281600,25,1,1,0,2008
1826,PG,Buena Vista,2009-05-29,Animation,175000000,96,Up (2009),Up,336969000,29,5,2,0,2009
1827,R,Paramount,2009-12-04,Comedy / Drama,25000000,109,Up in the Air (2009),Up in the Air,92088800,4,12,4,1,2009
1828,R,New Line,2005-03-11,Comedy / Drama,12000000,118,The Upside of Anger (2005),The Upside of Anger,25113600,11,3,1,0,2005
1829,PG-13,MGM,2003-08-15,Comedy,20000000,93,Uptown Girls (2003),Uptown Girls,52906400,15,8,3,0,2003
1830,R,Sony / Screen Gems,2007-04-20,Horror Thriller,19000000,80,Vacancy (2007),Vacancy,24148200,20,4,2,0,2007
1831,PG-13,Warner Bros. (New Line),2010-02-12,Romantic Comedy,52000000,117,Valentine's Day (2010),Valentine's Day,119247700,12,2,1,0,2010
1832,G,Buena Vista,2005-08-19,Animation,35000000,76,Valiant (2005),Valiant,26072100,19,8,3,0,2005
1833,PG-13,United Artists,2008-12-25,Thriller,75000000,120,Valkyrie (2008),Valkyrie,99276900,25,12,4,0,2008
1834,PG-13,Universal,2004-05-07,Period Horror,160000000,130,Van Helsing (2004),Van Helsing,166041800,7,5,2,0,2004
1835,R,Paramount,2001-12-14,Thriller,68000000,135,Vanilla Sky (2001),Vanilla Sky,150743800,14,12,4,0,2001
1836,PG-13,Focus Features,2004-09-01,Period Drama,23000000,140,Vanity Fair (2004),Vanity Fair,22294800,1,9,3,0,2004
1837,PG-13,Sony / Columbia,2008-02-22,Thriller,40000000,90,Vantage Point (2008),Vantage Point,86357200,22,2,1,0,2008
1838,R,Artisan,2002-04-05,Comedy,5000000,92,National Lampoon's Van Wilder (2002),National Lampoon's Van Wilder,31462900,5,4,2,0,2002
1839,R,Paramount,1999-01-15,Sports Drama,16000000,104,Varsity Blues (1999),Varsity Blues,89337000,15,1,1,0,1999
1840,R,Fox,2015-03-06,Comedy,35000000,91,Unfinished Business (2015),Unfinished Business,10792300,6,3,1,0,2015
1841,Unrated,Yash Raj,2004-11-11,Foreign,7000000,192,Veer Zaara (2004),Veer Zaara,4056600,11,11,4,0,2004
1842,G,Artisan,2002-10-04,Animation,14000000,83,Jonah: A VeggieTales Movie (2002),Jonah:A VeggieTales Movie,37748300,4,10,4,0,2002
1843,R,Buena Vista,2003-10-17,Drama / Thriller,17000000,94,Veronica Guerin (2003),Veronica Guerin,2236100,17,10,4,0,2003
1844,PG-13,Warner Bros.,2014-03-14,Comedy,6000000,107,Veronica Mars (2014),Veronica Mars,3566600,14,3,1,0,2014
1845,PG-13,Sony / Columbia,2000-12-08,Action,75000000,124,Vertical Limit (2000),Vertical Limit,108286300,8,12,4,0,2000
1846,R,Warner Bros.,2006-03-17,Action Thriller,54000000,131,V for Vendetta (2006),V for Vendetta,92364100,17,3,1,0,2006
1847,PG-13,Buena Vista,2004-07-30,Period Horror,60000000,108,The Village (2004),The Village,157780100,30,7,3,0,2004
1848,R,Sony / Columbia,2010-09-24,Comedy,2000000,86,The Virginity Hit (2010),The Virginity Hit,687200,24,9,3,0,2010
1849,PG-13,Sony / Screen Gems,2012-02-10,Drama,30000000,104,The Vow (2012),The Vow,135381900,10,2,1,0,2012
1850,R,Lions Gate,2005-10-07,Comedy,3000000,93,Waiting... (2005),Waiting...,21583200,7,10,4,0,2005
1851,PG-13,Freestyle Releasing,2011-02-04,Romance,5000000,94,Waiting for Forever (2011),Waiting for Forever,27300,4,2,1,0,2011
1852,R,Sony / Columbia,2007-12-21,Comedy,35000000,96,Walk Hard: The Dewey Cox Story (2007),Walk Hard:The Dewey Cox Story,22335300,21,12,4,0,2007
1853,PG-13,MGM,2004-04-02,Action,46000000,86,Walking Tall (2004),Walking Tall,64160300,2,4,2,0,2004
1854,PG,Fox,2013-12-20,Family Adventure,80000000,87,Walking with Dinosaurs (2013),Walking with Dinosaurs,38195900,20,12,4,1,2013
1855,PG-13,Fox,2005-11-18,Music Drama,28000000,135,Walk the Line (2005),Walk the Line,159109800,18,11,4,0,2005
1856,R,Universal,2014-09-19,Drama,28000000,114,A Walk Among the Tombstones (2014),A Walk Among the Tombstones,27663400,19,9,3,0,2014
1857,G,Buena Vista,2008-06-27,Animation,180000000,97,WALL-E (2008),WALL-E,267447600,27,6,2,0,2008
1858,G,DreamWorks,2005-10-05,Animation,30000000,85,Wallace and Gromit: The Curse of the Were-Rabbit (2005),Wallace and Gromit:The Curse of the Were-Rabbit,75099200,5,10,4,0,2005
1859,PG-13,Fox,2010-09-24,Drama,70000000,127,Wall Street: Money Never Sleeps (2010),Wall Street:Money Never Sleeps,56633000,24,9,3,0,2010
1860,PG,Fox,2013-12-25,Comedy,90000000,114,The Secret Life of Walter Mitty (2013),The Secret Life of Walter Mitty,62136000,25,12,4,0,2013
1861,R,Universal,2008-06-27,Action / Adventure,75000000,108,Wanted (2008),Wanted,160735800,27,6,2,0,2008
1862,PG-13,Universal,2016-06-10,Fantasy,160000000,123,Warcraft (2016),Warcraft,46610900,10,6,2,0,2016
1863,PG-13,Buena Vista,2011-12-25,War,66000000,146,War Horse (2011),War Horse,86861700,25,12,4,0,2011
1864,PG-13,Lionsgate/Summit,2013-02-01,Drama,35000000,97,Warm Bodies (2013),Warm Bodies,71659900,1,2,1,0,2013
1865,R,Relativity,2011-11-11,Fantasy Drama,75000000,110,Immortals (2011),Immortals,91490400,11,11,4,0,2011
1866,PG-13,Paramount,2005-06-29,Sci-Fi Horror,132000000,117,War of the Worlds (2005),War of the Worlds,313592100,29,6,2,0,2005
1867,PG-13,Lionsgate,2011-09-09,Action,25000000,139,Warrior (2011),Warrior,14757900,9,9,3,0,2011
1868,R,Relativity,2010-12-03,Western,42000000,100,The Warrior's Way (2010),The Warrior's Way,6069600,3,12,4,0,2010
1869,PG,TriStar,2015-08-28,Drama,3000000,120,War Room (2015),War Room,69637500,28,8,3,1,2015
1870,R,Universal,2000-09-08,Thriller,30000000,97,The Watcher (2000),The Watcher,46078300,8,9,3,0,2000
1871,R,Warner Bros.,2009-03-06,Action / Adventure,130000000,163,Watchmen (2009),Watchmen,128472700,6,3,1,0,2009
1872,Unrated,North/South Pictures,2014-05-02,Crime Drama,600000,88,Water & Power (2014),Water & Power,84800,2,5,2,0,2014
1873,PG-13,Buena Vista,1998-11-06,Sports Comedy,23000000,90,The Waterboy (1998),The Waterboy,293527200,6,11,4,0,1998
1874,PG-13,Fox,2011-04-22,Drama,38000000,120,Water for Elephants (2011),Water for Elephants,62511200,22,4,2,0,2011
1875,PG-13,Newmarket,2011-01-21,Drama,30000000,119,The Way Back (2011),The Way Back,2949400,21,1,1,0,2011
1876,R,Paramount,2005-10-28,Comedy / Drama,22000000,102,The Weather Man (2005),The Weather Man,16708600,28,10,4,0,2005
1877,R,New Line,2005-07-15,Comedy,40000000,113,Wedding Crashers (2005),Wedding Crashers,280096100,15,7,3,0,2005
1878,PG-13,Universal,2005-02-04,Romantic Comedy,15000000,90,The Wedding Date (2005),The Wedding Date,42467700,4,2,1,0,2005
1879,PG-13,Sony / Columbia,2001-01-26,Romantic Comedy,35000000,104,The Wedding Planner (2001),The Wedding Planner,91561700,26,1,1,0,2001
1880,R,Warner Independent,2004-08-13,Drama,3000000,104,We Don't Live Here Anymore (2004),We Don't Live Here Anymore,2820000,13,8,3,1,2004
1881,PG-13,Fox,2004-02-20,Comedy,30000000,115,Welcome to Mooseport (2004),Welcome to Mooseport,19993700,20,2,1,0,2004
1882,R,Sony / Columbia,2007-10-12,Crime Drama,21000000,118,We Own the Night (2007),We Own the Night,35621000,12,10,4,0,2007
1883,R,Warner Bros. (New Line),2013-08-07,Comedy,37000000,110,We're the Millers (2013),We're the Millers,163864900,7,8,3,0,2013
1884,PG-13,Lionsgate,2013-05-10,Comedy,15000000,95,Tyler Perry Presents Peeples (2013),Tyler Perry Presents Peeples,9916800,10,5,2,0,2013
1885,R,Paramount,2002-03-01,War,75000000,138,We Were Soldiers (2002),We Were Soldiers,115368800,1,3,1,0,2002
1886,PG,Warner Bros.,2003-04-04,Family Comedy,25000000,104,What a Girl Wants (2003),What a Girl Wants,51373900,4,4,2,0,2003
1887,PG-13,Fox,2008-05-09,Comedy,35000000,99,What Happens in Vegas (2008),What Happens in Vegas,95930700,9,5,2,0,2008
1888,PG-13,DreamWorks,2000-07-21,Horror,100000000,130,What Lies Beneath (2000),What Lies Beneath,247463300,21,7,3,0,2000
1889,PG-13,MGM,2001-06-01,Comedy,60000000,99,What's the Worst That Could Happen? (2001),What's the Worst That Could Happen?,48917900,1,6,2,0,2001
1890,R,Fox,2011-09-30,Comedy,20000000,106,What's Your Number? (2011),What's Your Number?,15140400,30,9,3,0,2011
1891,PG-13,Lionsgate,2012-05-18,Romantic Comedy,40000000,110,What to Expect When You're Expecting (2012),What to Expect When You're Expecting,43536700,18,5,2,0,2012
1892,PG-13,Paramount,2000-12-15,Fantasy Comedy,70000000,127,What Women Want (2000),What Women Want,283909600,15,12,4,0,2000
1893,PG-13,Sony / Screen Gems,2006-02-03,Horror Thriller,15000000,100,When a Stranger Calls (2006),When a Stranger Calls,62693200,3,2,1,0,2006
1894,PG,TriStar,2014-08-22,Sports Drama,15000000,115,When the Game Stands Tall (2014),When the Game Stands Tall,31952100,22,8,3,0,2014
1895,PG,Warner Bros.,2009-10-16,Family Adventure,100000000,94,Where the Wild Things Are (2009),Where the Wild Things Are,87033000,16,10,4,0,2009
1896,PG-13,Fox Searchlight,2009-10-02,Comedy,15000000,111,Whip It (2009),Whip It,14705900,2,10,4,0,2009
1897,PG-13,Sony / Columbia,2004-06-23,Comedy,37000000,109,White Chicks (2004),White Chicks,97864200,23,6,2,0,2004
1898,PG-13,Sony / Columbia,2013-06-28,Action Drama,150000000,137,White House Down (2013),White House Down,74848500,28,6,2,0,2013
1899,PG-13,Warner Bros.,2002-10-11,Drama,16000000,110,White Oleander (2002),White Oleander,24156600,11,10,4,0,2002
1900,R,Warner Bros.,2009-09-11,Thriller,35000000,106,Whiteout (2009),Whiteout,11798600,11,9,3,0,2009
1901,R,Warner Bros.,2015-09-18,Crime Drama,53000000,122,Black Mass (2015),Black Mass,63385400,18,9,3,0,2015
1902,PG-13,Warner Bros.,2004-04-09,Crime Comedy,40000000,99,The Whole Ten Yards (2004),The Whole Ten Yards,22560100,9,4,2,0,2004
1903,PG-13,Lionsgate,2010-04-02,Comedy / Drama,20000000,121,Tyler Perry's Why Did I Get Married Too? (2010),Tyler Perry's Why Did I Get Married Too?,64858200,2,4,2,0,2010
1904,PG-13,Warner Bros.,2006-09-01,Horror Thriller,40000000,106,The Wicker Man (2006),The Wicker Man,30978600,1,9,3,0,2006
1905,G,Buena Vista,2006-04-14,Animation,80000000,94,The Wild (2006),The Wild,48970300,14,4,2,0,2006
1906,PG-13,Freestyle Releasing,2010-10-29,Comedy Thriller,8000000,98,Wild Target (2010),Wild Target,116300,29,10,4,0,2010
1907,PG,Paramount,2002-12-20,Animation,25000000,79,The Wild Thornberrys (2002),The Wild Thornberrys,57665600,20,12,4,1,2002
1908,PG-13,Warner Bros.,1999-06-30,Western Comedy,170000000,107,Wild Wild West (1999),Wild Wild West,192213400,30,6,2,0,1999
1909,PG-13,New Line,2003-03-14,Horror,20000000,100,Willard (2003),Willard,9798100,14,3,1,0,2003
1910,PG-13,Universal,2004-09-17,Romantic Comedy,31000000,99,Wimbledon (2004),Wimbledon,23489500,17,9,3,0,2004
1911,PG-13,DreamWorks,2004-01-23,Romantic Comedy,22000000,96,Win a Date with Tad Hamilton! (2004),Win a Date with Tad Hamilton!,23587300,23,1,1,0,2004
1912,R,MGM,2002-06-14,War,115000000,134,Windtalkers (2002),Windtalkers,60420400,14,6,2,0,2002
1913,PG,Fox,2005-02-18,Family,14000000,106,Because of Winn-Dixie (2005),Because of Winn-Dixie,43699200,18,2,1,0,2005
1914,G,Buena Vista,2011-07-15,Animation,30000000,63,Winnie the Pooh (2011),Winnie the Pooh,28844400,15,7,3,0,2011
1915,PG-13,Warner Bros.,2014-02-14,Fantasy,60000000,129,Winter's Tale (2014),Winter's Tale,13580600,14,2,1,0,2014
1916,PG-13,Paramount,2004-08-20,Comedy,19000000,99,Without a Paddle (2004),Without a Paddle,80365300,20,8,3,0,2004
1917,R,Universal,2010-02-12,Horror,150000000,102,The Wolfman (2010),The Wolfman,66891300,12,2,1,0,2010
1918,R,Paramount,2013-12-25,Drama,100000000,180,The Wolf of Wall Street (2013),The Wolf of Wall Street,125205200,25,12,4,0,2013
1919,PG-13,Fox,2009-05-01,Action / Adventure,150000000,107,X-Men Origins: Wolverine (2009),X-Men Origins:Wolverine,206889700,1,5,2,0,2009
1920,PG-13,Fox,2013-07-26,Action,120000000,126,The Wolverine (2013),The Wolverine,144966900,26,7,3,0,2013
1921,PG-13,Weinstein Company,2015-04-01,Drama,11000000,109,Woman in Gold (2015),Woman in Gold,33293700,1,4,2,1,2015
1922,PG-13,Picturehouse,2008-09-12,Comedy,16000000,114,The Women (2008) (2008),The Women (2008),32147600,12,9,3,0,2008
1923,R,Paramount,2000-02-23,Comedy / Drama,55000000,111,Wonder Boys (2000),Wonder Boys,30837500,23,2,1,0,2000
1924,PG-13,CBS Films,2012-09-07,Drama,6000000,96,The Words (2012),The Words,12146000,7,9,3,0,2012
1925,PG-13,MGM,1999-11-19,Action,135000000,128,The World Is Not Enough (1999),The World Is Not Enough,213245600,19,11,4,0,1999
1926,R,Focus Features,2013-08-23,Comedy,20000000,109,The World's End (2013),The World's End,28425800,23,8,3,0,2013
1927,PG-13,Magnolia,2005-12-07,Period Drama,25000000,127,The World's Fastest Indian (2005),The World's Fastest Indian,6717400,7,12,4,0,2005
1928,PG-13,Paramount,2013-06-21,Action Horror,190000000,116,World War Z (2013),World War Z,214825100,21,6,2,0,2013
1929,R,Fox Searchlight,2008-12-17,Sports Drama,6000000,105,The Wrestler (2008),The Wrestler,31354300,17,12,4,1,2008
1930,PG-13,Paramount,2006-08-09,Drama / Thriller,65000000,125,World Trade Center (2006),World Trade Center,92060000,9,8,3,0,2006
1931,PG-13,Fox,2016-05-27,Action / Adventure,178000000,143,X-Men: Apocalypse (2016),X-Men:Apocalypse,154552300,27,5,2,0,2016
1932,PG-13,Fox,2003-05-02,Action / Adventure,110000000,134,X2: X-Men United (2003),X2:X-Men United,305848800,2,5,2,0,2003
1933,PG-13,Fox,2006-05-26,Action / Adventure,210000000,104,X-Men: The Last Stand (2006),X-Men:The Last Stand,306996900,26,5,2,0,2006
